anno,keyword1,keyword2,relationship
2014,ilya sutskever,jacob devlin,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,ilya sutskever,abdel-rahman mohamed,{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
2014,ilya sutskever,yoshua bengio,"{'bed933baeebbe4a30569b62de63515d730e3de60': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}"
2014,alex graves,navdeep jaitly,{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
2014,alex graves,geoffrey e. hinton,{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
2014,alex graves,abdel-rahman mohamed,{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
2014,navdeep jaitly,geoffrey e. hinton,{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
2014,navdeep jaitly,abdel-rahman mohamed,{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
2014,geoffrey e. hinton,abdel-rahman mohamed,{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
2014,geoffrey e. hinton,yoshua bengio,{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
2014,fuzzy set,indexes,{'7d00035496b77135a60f3673821b83ae8142784a': 2}
2014,sampling (signal processing),experiment,"{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}"
2014,group decision making,consensus,{'0dbd3f2bf57d60b5eabf5fe3337342b3583049fa': 2}
2014,particle swarm optimization,optimization problem,{'4a01e6b699b0030c6c368f1b64e0b3cc301bfb24': 2}
2014,control theory,simulation,{'ad92b5fc2e89c5d7b3634ccd4811c7ed03964417': 2}
2014,artificial neural network,numerical analysis,"{'6815d26cf8d06fe99e2a14a60171dd60245715b8': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 3, '32b16cb9e2b8dbbf68b92fc5cf73f7894036cf8f': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2, '4315ce8a394eaccda5ad9b8714ff77d39c87ac65': 2, 'f2e71ea4db322850257baf17d3166f81616b96ab': 3, '2fe18f292cf7609751fc0972983a9344ec3dda88': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '1f8fd061aec720023764196e829c45091e430a49': 2}"
2014,artificial neural network,neural networks,{'1f8fd061aec720023764196e829c45091e430a49': 2}
2014,numerical analysis,lyapunov fractal,"{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2, 'f2e71ea4db322850257baf17d3166f81616b96ab': 3, '2fe18f292cf7609751fc0972983a9344ec3dda88': 3, '1f8fd061aec720023764196e829c45091e430a49': 2}"
2014,numerical analysis,neural networks,{'1f8fd061aec720023764196e829c45091e430a49': 2}
2014,numerical analysis,neural network simulation,"{'622cd0cd6537cf0b6019460bf5af870a939f4230': 3, '32b16cb9e2b8dbbf68b92fc5cf73f7894036cf8f': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2, '4315ce8a394eaccda5ad9b8714ff77d39c87ac65': 2}"
2014,lyapunov fractal,neural networks,{'1f8fd061aec720023764196e829c45091e430a49': 2}
2014,convex function,empirical risk minimization,{'190481543406a3431ae86eeeb65f80ba726f4c8d': 2}
2014,convex function,gradient method,{'190481543406a3431ae86eeeb65f80ba726f4c8d': 2}
2014,empirical risk minimization,gradient method,{'190481543406a3431ae86eeeb65f80ba726f4c8d': 2}
2014,stochastic gradient descent,machine learning,{'56da068a7f2f2027c1d51a1452d912d527d02398': 2}
2014,stochastic gradient descent,optimization problem,{'56da068a7f2f2027c1d51a1452d912d527d02398': 2}
2014,machine learning,optimization problem,{'56da068a7f2f2027c1d51a1452d912d527d02398': 2}
2014,artificial neural network,computation,{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
2014,convolutional neural network,computation,{'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
2014,convolutional neural network,machine learning,{'bf64de56292663ded5487aff7dd904d07a89c394': 2}
2014,image segmentation,multilevel image thresholding,{'2000c4fac68b0c100b330d88420266e12ac6ecda': 2}
2014,benchmark (computing),particle swarm optimization,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 4, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 4}"
2014,global optimization,genetic algorithm,{'b610370486ebcec9080188afd35a654af82003e2': 2}
2014,global optimization,heuristic,{'b610370486ebcec9080188afd35a654af82003e2': 2}
2014,global optimization,mathematical optimization,"{'86789ba7c637a71f94c69fb01ba94fe7f533725d': 2, 'b610370486ebcec9080188afd35a654af82003e2': 2}"
2014,yang liu,statistical machine translation,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,yang liu,kyunghyun cho,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,yang liu,artificial neural network,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,yang liu,encoder,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,yang liu,richard m. schwartz,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,yang liu,ilya sutskever,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,yang liu,zhongqiang huang,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,yang liu,matthew d. zeiler,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,yang liu,john makhoul,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,yang liu,jacob devlin,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,statistical machine translation,kyunghyun cho,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,statistical machine translation,artificial neural network,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,statistical machine translation,encoder,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,statistical machine translation,nicolas boulanger-lewandowski,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2}"
2014,statistical machine translation,richard m. schwartz,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,statistical machine translation,ilya sutskever,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,statistical machine translation,zhongqiang huang,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,statistical machine translation,matthew d. zeiler,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,statistical machine translation,john makhoul,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,statistical machine translation,jacob devlin,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,kyunghyun cho,encoder,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,kyunghyun cho,nicolas boulanger-lewandowski,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2}"
2014,kyunghyun cho,richard m. schwartz,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,kyunghyun cho,zhongqiang huang,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,kyunghyun cho,matthew d. zeiler,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,kyunghyun cho,john makhoul,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,artificial neural network,encoder,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,artificial neural network,nicolas boulanger-lewandowski,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2}"
2014,artificial neural network,richard m. schwartz,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,artificial neural network,zhongqiang huang,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,artificial neural network,matthew d. zeiler,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,artificial neural network,language model,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2, '2db48c556f2a30de3dd1b7c0637795edda0ade01': 2}"
2014,artificial neural network,john makhoul,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,recurrent neural network,ilya sutskever,"{'bed933baeebbe4a30569b62de63515d730e3de60': 2, 'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}"
2014,recurrent neural network,language model,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2, '2db48c556f2a30de3dd1b7c0637795edda0ade01': 2}"
2014,encoder,nicolas boulanger-lewandowski,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2}"
2014,encoder,richard m. schwartz,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,encoder,ilya sutskever,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,encoder,zhongqiang huang,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,encoder,matthew d. zeiler,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,encoder,john makhoul,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,encoder,jacob devlin,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,nicolas boulanger-lewandowski,ilya sutskever,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2}"
2014,nicolas boulanger-lewandowski,matthew d. zeiler,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2}"
2014,richard m. schwartz,ilya sutskever,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,richard m. schwartz,zhongqiang huang,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,richard m. schwartz,matthew d. zeiler,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,richard m. schwartz,john makhoul,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,richard m. schwartz,jacob devlin,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,ilya sutskever,zhongqiang huang,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,ilya sutskever,matthew d. zeiler,"{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 3, '8d5deff2acb14940c220d0932f99f9aed3e28ec0': 2, '61c36459efe2c9bef932636df57d637c4f1da92d': 2}"
2014,ilya sutskever,john makhoul,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,zhongqiang huang,matthew d. zeiler,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,zhongqiang huang,john makhoul,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,zhongqiang huang,jacob devlin,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,matthew d. zeiler,john makhoul,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,matthew d. zeiler,jacob devlin,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,john makhoul,jacob devlin,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,neural network,numerical analysis,{'6815d26cf8d06fe99e2a14a60171dd60245715b8': 2}
2014,artificial neural network,biological neural networks,{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014,artificial neural network,social inequality,"{'622cd0cd6537cf0b6019460bf5af870a939f4230': 4, '612b62f679ae27d1bda55eb93328c28b921a2adf': 2, '7cca44dc8b68284bb8837b301a5424da38f568ed': 2}"
2014,exponential,neural network simulation,{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2014,neural network simulation,social inequality,"{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2, '612b62f679ae27d1bda55eb93328c28b921a2adf': 2, '7cca44dc8b68284bb8837b301a5424da38f568ed': 2}"
2014,commercial potential,multiple object tracking,"{'99798588643af2ab5ad32ea210abe20f6d38626e': 2, '6ae2c51229bb19eb19b437d70442c9a1782b4a2c': 2}"
2014,commercial potential,gained increasing attention,"{'99798588643af2ab5ad32ea210abe20f6d38626e': 2, '6ae2c51229bb19eb19b437d70442c9a1782b4a2c': 2}"
2014,commercial potential,different kinds,"{'99798588643af2ab5ad32ea210abe20f6d38626e': 2, '6ae2c51229bb19eb19b437d70442c9a1782b4a2c': 2}"
2014,multiple object tracking,gained increasing attention,"{'99798588643af2ab5ad32ea210abe20f6d38626e': 2, '6ae2c51229bb19eb19b437d70442c9a1782b4a2c': 2}"
2014,multiple object tracking,different kinds,"{'99798588643af2ab5ad32ea210abe20f6d38626e': 2, '6ae2c51229bb19eb19b437d70442c9a1782b4a2c': 2}"
2014,gained increasing attention,different kinds,"{'99798588643af2ab5ad32ea210abe20f6d38626e': 2, '6ae2c51229bb19eb19b437d70442c9a1782b4a2c': 2}"
2014,formal system,nonlinear system,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3}
2014,formal system,fuzzy logic,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3}
2014,formal system,simulation,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3}
2014,formal system,approximation algorithm,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3}
2014,nonlinear system,fuzzy logic,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3}
2014,nonlinear system,approximation algorithm,"{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 5, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3}"
2014,fuzzy logic,simulation,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3}
2014,fuzzy logic,approximation algorithm,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3}
2014,simulation,approximation algorithm,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3}
2014,hamilton–jacobi–bellman equation,artificial neural network,{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
2014,hamilton–jacobi–bellman equation,approximation algorithm,"{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}"
2014,iterative method,artificial neural network,"{'d27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}"
2014,iterative method,iteration,"{'d27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}"
2014,iterative method,nonlinear system,"{'d27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}"
2014,iterative method,approximation algorithm,"{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}"
2014,iterative method,optimal control,"{'d27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}"
2014,iterative method,markov decision process,"{'d27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2014,artificial neural network,iteration,"{'d27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}"
2014,artificial neural network,approximation algorithm,"{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3}"
2014,artificial neural network,optimal control,"{'d27c592254ac8088026f3beff99892311ae0a6c4': 4, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 4, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 7, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3}"
2014,artificial neural network,markov decision process,"{'d27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2014,iteration,approximation algorithm,"{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}"
2014,approximation algorithm,optimal control,"{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 6, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 4}"
2014,approximation algorithm,markov decision process,{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}
2014,user using,mobile communication facility,{'7d65d89d5497359a4e6bae201c623251ec5da973': 2}
2014,scalability,approximation algorithm,"{'e90ae21ab535edcf802f2e0c22363fcea3edd3ee': 2, '086598030db85ac20bbeb56d02702e664433ee21': 2}"
2014,artificial neural network,baseline (configuration management),"{'bed933baeebbe4a30569b62de63515d730e3de60': 2, '7a995ad850a767b70c8c703b8165289c25aabccd': 2}"
2014,recurrent neural network,baseline (configuration management),{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
2014,artificial neural network,finite-time stabilization,"{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2, '32b16cb9e2b8dbbf68b92fc5cf73f7894036cf8f': 2}"
2014,nonlinear system,finite-time stabilization,"{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2, '32b16cb9e2b8dbbf68b92fc5cf73f7894036cf8f': 2}"
2014,numerical analysis,finite-time stabilization,"{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2, '32b16cb9e2b8dbbf68b92fc5cf73f7894036cf8f': 2}"
2014,neural network simulation,finite-time stabilization,"{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2, '32b16cb9e2b8dbbf68b92fc5cf73f7894036cf8f': 2}"
2014,artificial neural network,imagenet,{'188df0e1a40ac5278909401e1b79588ceab4c7cf': 2}
2014,imagenet,computer vision,{'188df0e1a40ac5278909401e1b79588ceab4c7cf': 2}
2014,analytical models,computers,{'c899f7479d51bbe60808f79ef3f48076ba4123ce': 2}
2014,analytical models,electronic mail,{'c899f7479d51bbe60808f79ef3f48076ba4123ce': 2}
2014,topology,computers,{'c899f7479d51bbe60808f79ef3f48076ba4123ce': 2}
2014,topology,electronic mail,{'c899f7479d51bbe60808f79ef3f48076ba4123ce': 2}
2014,computers,electronic mail,{'c899f7479d51bbe60808f79ef3f48076ba4123ce': 2}
2014,generative model,calculus of variations,"{'e90ae21ab535edcf802f2e0c22363fcea3edd3ee': 2, '086598030db85ac20bbeb56d02702e664433ee21': 2}"
2014,generative model,scalability,"{'e90ae21ab535edcf802f2e0c22363fcea3edd3ee': 2, '086598030db85ac20bbeb56d02702e664433ee21': 2}"
2014,generative model,approximation algorithm,"{'e90ae21ab535edcf802f2e0c22363fcea3edd3ee': 2, '086598030db85ac20bbeb56d02702e664433ee21': 2}"
2014,calculus of variations,scalability,"{'e90ae21ab535edcf802f2e0c22363fcea3edd3ee': 2, '086598030db85ac20bbeb56d02702e664433ee21': 2}"
2014,calculus of variations,approximation algorithm,"{'e90ae21ab535edcf802f2e0c22363fcea3edd3ee': 2, '086598030db85ac20bbeb56d02702e664433ee21': 2, 'c622ebdf319b47fcf0787999d1b8abf0961777eb': 2, 'e1a871ebcbdb538e4a99698af73fac2209d9ac2c': 2, 'e3fd9a6d056bd7c10867287db04a11cc26402a49': 2}"
2014,artificial neural network,random neural network,{'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
2014,artificial neural network,bellman equation,"{'d27c592254ac8088026f3beff99892311ae0a6c4': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3}"
2014,benchmark (computing),search algorithm,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,benchmark (computing),metaheuristic,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 4, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 4}"
2014,benchmark (computing),metaheuristic search (ms),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,benchmark (computing),particle swarm optimization (pso),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,benchmark (computing),velocity (software development),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,benchmark (computing),neighborhood search (ns) operator,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,particle swarm optimization,search algorithm,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,particle swarm optimization,metaheuristic,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 4, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 4}"
2014,particle swarm optimization,metaheuristic search (ms),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,particle swarm optimization,particle swarm optimization (pso),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,particle swarm optimization,neighborhood search (ns) operator,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,search algorithm,metaheuristic,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,search algorithm,metaheuristic search (ms),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,search algorithm,particle swarm optimization (pso),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,search algorithm,velocity (software development),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,search algorithm,mathematical optimization,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,search algorithm,neighborhood search (ns) operator,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,metaheuristic,metaheuristic search (ms),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,metaheuristic,particle swarm optimization (pso),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,metaheuristic,velocity (software development),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,metaheuristic,mathematical optimization,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 4, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 4}"
2014,metaheuristic,neighborhood search (ns) operator,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,metaheuristic search (ms),particle swarm optimization (pso),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,metaheuristic search (ms),velocity (software development),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,metaheuristic search (ms),mathematical optimization,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,metaheuristic search (ms),neighborhood search (ns) operator,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,particle swarm optimization (pso),velocity (software development),"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,particle swarm optimization (pso),mathematical optimization,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 3}"
2014,particle swarm optimization (pso),neighborhood search (ns) operator,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,velocity (software development),neighborhood search (ns) operator,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,mathematical optimization,neighborhood search (ns) operator,"{'854c26751f623ec6fb0207235d82e9ceb20d5ba9': 2, 'be1bdf67a8c276bffc036bbf880186190d18dbad': 2}"
2014,freebase,entity,"{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}"
2014,benchmark (computing),premature convergence,"{'be1bdf67a8c276bffc036bbf880186190d18dbad': 3, '854c26751f623ec6fb0207235d82e9ceb20d5ba9': 3}"
